id,description,categorie_id,description_sommaire,prix_liste,prix_unitaire,quantite_min,date_mise_a_jour,fournisseur_id,code_fournisseur
1515,OUTIL DE COUPE    REAMER 1.0625 - 1-1/16 EXPANSION REAMER - MT#3 SCREW ADJUSTMENT -HSS - PRO-CUT,34,REAMER 1.0625 - 1-1/16 EXPANSION REAMER - MT#3 SCREW ADJUSTMENT -HSS - PRO-CUT,99.33,,,2020-02-06,,BH50104
1516,OUTIL DE COUPE    REAMER 1-1/16 1.0625 Straight Flute 3MT HSS,34,REAMER 1-1/16 1.0625 Straight Flute 3MT HSS,147.99,,,2020-02-06,,22336
1517,"OUTIL DE COUPE    REAMER 13/64 ; 0,2031 STR,FLUTE SHANKS HSS",34,"REAMER 13/64 ; 0,2031 STR,FLUTE SHANKS HSS",20.04,,,2015-12-07,,22169
1518,OUTIL DE COUPE    REAMER 15/16 x 2-5/8 x 10'' 8F HSS SS/SF,34,REAMER 15/16 x 2-5/8 x 10'' 8F HSS SS/SF,72.8,,,2016-01-27,,5010721
1519,"OUTIL DE COUPE    ROUND DIE M6x1.0 - 1"" OD HSS Round Adjustable Die, - MORSE",34,"ROUND DIE M6x1.0 - 1"" OD HSS Round Adjustable Die, - MORSE",65.21,,,2021-06-09,,EN1031567
1520,OUTIL DE COUPE    SCEMILLC 0.1969 5mm x 6 x 10 x 57 BCH 0.1 2F 2CH0500DL010A KC633M -KENNAMETAL,34,SCEMILLC 0.1969 5mm x 6 x 10 x 57 BCH 0.1 2F 2CH0500DL010A KC633M -KENNAMETAL,22.19,,,2021-06-25,,5872962
1521,OUTIL DE COUPE    SCEMILLS 0.375- 3/8? × 3/8? × 1/2? × 4? 2 Flute Single End Carbide Center,34,SCEMILLS 0.375- 3/8? × 3/8? × 1/2? × 4? 2 Flute Single End Carbide Center,123.99,,,2020-01-22,,93151
1522,OUTIL DE COUPE    SCEMILLS 0.7500 3/4 x 3/4 x 1-1/2 x 4 4F 4SE0750IR150A KC6 - KENNAMETAL,34,SCEMILLS 0.7500 3/4 x 3/4 x 1-1/2 x 4 4F 4SE0750IR150A KC6 - KENNAMETAL,161.56,,,2020-10-08,,6086516
1523,OUTIL DE COUPE    SCIE A ONGLET DEWALT,34,SCIE A ONGLET DEWALT,,,,,,
1524,OUTIL DE COUPE    SCREW ON FP LIGHT FINISHING INSERT DCMT3251FP KCP10B,34,SCREW ON FP LIGHT FINISHING INSERT DCMT3251FP KCP10B,13.26,,,2020-02/14,,5537442
1525,OUTIL DE COUPE    SCREW ON FP LIGHT FINISHING INSERT DCMT3251FP KCU25,34,SCREW ON FP LIGHT FINISHING INSERT DCMT3251FP KCU25,13.26,,,2020-06-10,,3769432
1526,"OUTIL DE COUPE    SERIES 424 - 3/16"" 82 DEG SINGLE FL C'SINK",34,"SERIES 424 - 3/16"" 82 DEG SINGLE FL C'SINK",12.23,,,2028-03-07,,601106
1527,OUTIL DE COUPE    SERIES 431 - T-31 90 DEG 3 FL C'SINK,34,SERIES 431 - T-31 90 DEG 3 FL C'SINK,104.23,,,,,540325
1528,OUTIL DE COUPE    SERIES 434 - T-31 82 DEG 3 FL C'SINK,34,SERIES 434 - T-31 82 DEG 3 FL C'SINK,104.23,,,,,540315
1529,OUTIL DE COUPE    SF TAP M4 X 0.7 1677AP,34,SF TAP M4 X 0.7 1677AP,27.28,,,2019-04-02,,46204927
1530,OUTIL DE COUPE    SFTAP 1/2 -13 3F H3 E027,34,SFTAP 1/2 -13 3F H3 E027,53.33,,,2016-01-27,,0581582
1531,OUTIL DE COUPE    SFTAP 1/2-13 UNC E028 HSS 3F,34,SFTAP 1/2-13 UNC E028 HSS 3F,57.07,,,2021-02-05,,581759
1532,OUTIL DE COUPE    SFTAP 1/4-20 3 FL - H3 BLUE SHARK FOR STAINLESS,34,SFTAP 1/4-20 3 FL - H3 BLUE SHARK FOR STAINLESS,31.05,,,2018-12-07,,7350340
1533,OUTIL DE COUPE    SFTAP 1/4-20 3F 3B E028 OXYDE,34,SFTAP 1/4-20 3F 3B E028 OXYDE,22.56,,,2020-06-10,,0581704
1534,OUTIL DE COUPE    SFTAP 1/4-20 3F 3B E028 OXYDE,34,SFTAP 1/4-20 3F 3B E028 OXYDE,19.73,,,2017-11-21,,581704
1535,OUTIL DE COUPE    SFTAP 1/4-28 3F HSS-E UNF,34,SFTAP 1/4-28 3F HSS-E UNF,21.04,,,2016-21-04,,0582442
1536,OUTIL DE COUPE    SFTAP 10-24 3F H3 HSS-E E027/E037,34,SFTAP 10-24 3F H3 HSS-E E027/E037,19.84,,,2020-06-10,,0581520
1537,OUTIL DE COUPE    SFTAP 10-24 UNC E028 HSS 3F,34,SFTAP 10-24 UNC E028 HSS 3F,19.84,,,2020-09-18,,0581681
1538,OUTIL DE COUPE    SFTAP 3/8-16 UNC E028 HSS 3F,34,SFTAP 3/8-16 UNC E028 HSS 3F,32.11,,,2017-11-21,,0581728
1539,OUTIL DE COUPE    SFTAP 3/8-16 UNC MULTI,34,SFTAP 3/8-16 UNC MULTI,31.55,,,2016-06-28,,BU5332005011
1540,OUTIL DE COUPE    SFTAP 5/16-18 UNC E028 HSS 3F,34,SFTAP 5/16-18 UNC E028 HSS 3F,27.79,,,2020-09-18,,0581711
1541,OUTIL DE COUPE    SFTAP M10 x 1.50 3 FL - HSS-E 2.5xD RED SHARK FOR ALLOY STEELS,34,SFTAP M10 x 1.50 3 FL - HSS-E 2.5xD RED SHARK FOR ALLOY STEELS,58.29,,,2020-06-18,,7350458
1542,OUTIL DE COUPE    SFTAP M10 x 1.50 D6 3F E008,34,SFTAP M10 x 1.50 D6 3F E008,46.77,,,2020-07-13,,0580745
1543,OUTIL DE COUPE    SFTAP M12 x 1.75 D6 REDRING TiALN COATING DIN LENGTH,34,SFTAP M12 x 1.75 D6 REDRING TiALN COATING DIN LENGTH,69.52,,,2020-06-18,,7350459
1544,OUTIL DE COUPE    SFTAP M16 x 1.5 D7 - 4FL DIN SHANK -STEAM OXIDE - DORMER,34,SFTAP M16 x 1.5 D7 - 4FL DIN SHANK -STEAM OXIDE - DORMER,70.4,,,2020-10-07,,0150115
1545,OUTIL DE COUPE    SFTAP M16 x 2.0 3F 6H HSS-E E003 - DORMER,34,SFTAP M16 x 2.0 3F 6H HSS-E E003 - DORMER,50.88,,,2020-10-07,,0568095
1546,OUTIL DE COUPE    SFTAP M16 x 2.00 3F 6H E008 -DORMER,34,SFTAP M16 x 2.00 3F 6H E008 -DORMER,93.33,,,2020-10-01,,580776
1547,OUTIL DE COUPE    SFTAP M4 x 0.7 3F 6H HSS-E ISO529 E003 OXYDE (DIN) - DORMER,34,SFTAP M4 x 0.7 3F 6H HSS-E ISO529 E003 OXYDE (DIN) - DORMER,15.08,,,2021-02-03,,0568026
1548,OUTIL DE COUPE    SFTAP M4 x 0.70 D4 REDRING TiALN COATING DIN LENGTH,34,SFTAP M4 x 0.70 D4 REDRING TiALN COATING DIN LENGTH,29.67,,,2020-06-18,,7350454
1549,OUTIL DE COUPE    SFTAP M6 S. FLUTE DORMER E008,34,SFTAP M6 S. FLUTE DORMER E008,25.07,,,2020-09-18,,0580721
1550,OUTIL DE COUPE    SFTAP M6 x 1.00 D5 REDRING TiALN COATING DIN LENGTH,34,SFTAP M6 x 1.00 D5 REDRING TiALN COATING DIN LENGTH,33.44,,,2020-06-18,,7350456
1551,OUTIL DE COUPE    SFTAP M8 x 1.00 3F 6H E008 OXYDE -DORMER,34,SFTAP M8 x 1.00 3F 6H E008 OXYDE -DORMER,40.43,,,2021-03-17,,0581032
1552,OUTIL DE COUPE    SFTAP M8 x 1.25 3 FL - HSS-E 2.5xD RED SHARK FOR ALLOY STEELS,34,SFTAP M8 x 1.25 3 FL - HSS-E 2.5xD RED SHARK FOR ALLOY STEELS,37.03,,,2020-06-18,,7350457
1553,OUTIL DE COUPE    SHELL MILL 2'' 5F M1D200E1405S075L157 promo 100%,34,SHELL MILL 2'' 5F M1D200E1405S075L157 promo 100%,583.81,,,2021-08-01,,2624270
1554,OUTIL DE COUPE    SLEEVE HRD & GRD 3 TO 4,34,SLEEVE HRD & GRD 3 TO 4,12.77,,,2020-02-06,,125434
1555,OUTIL DE COUPE    SOLID CARBIDE UCDE 3/8x7/8 0.015R UCDE375J5BRA KC643M,34,SOLID CARBIDE UCDE 3/8x7/8 0.015R UCDE375J5BRA KC643M,53.66,,,2019-02-13,,3580866
1556,OUTIL DE COUPE    SPTAP 1/4-20 3F 3B HSS-3 E025/E035,34,SPTAP 1/4-20 3F 3B HSS-3 E025/E035,9.81,,,03-03-2017,,0581124
1557,OUTIL DE COUPE    SPTAP 1/4-20 UNC E026 HSS 3F,34,SPTAP 1/4-20 UNC E026 HSS 3F,9.2,,,2017-11-21,,581339
1558,OUTIL DE COUPE    SPTAP 10-24 2F H3 HSS-E E025,34,SPTAP 10-24 2F H3 HSS-E E025,9.81,,,03-03-2017,,0581094
1559,OUTIL DE COUPE    SPTAP 5/16-24 UNF 2B/3B MULTITAP HSSE,34,SPTAP 5/16-24 UNF 2B/3B MULTITAP HSSE,17.5,,,2015-12-29,,BU4973005044
1560,OUTIL DE COUPE    SPTAP M20 x 2.5 6H 3F E006 -DORMER,34,SPTAP M20 x 2.5 6H 3F E006 -DORMER,62.4,,,2020-11-20,,0580592
1561,OUTIL DE COUPE    SPTAP M20 x 2.5 6H 3F E006 -DORMER,34,SPTAP M20 x 2.5 6H 3F E006 -DORMER,62.4,,,2020-10-01,,580592
1562,"OUTIL DE COUPE    TAP 1/213 S,P DORMER",34,"TAP 1/213 S,P DORMER",50.16,,,2018-08-20,,46204890
1563,"OUTIL DE COUPE    TAP 1/4-20 S,FL DORMER",34,"TAP 1/4-20 S,FL DORMER",23.67,,,2018-06-13,,E006TSL14NC3D
1564,"OUTIL DE COUPE    TAP 1/4-20 S,P DORMER",34,"TAP 1/4-20 S,P DORMER",11.04,,,2018-06-13,,E006TSP14NC3FD
1565,OUTIL DE COUPE    TAP 1/4-20 UNC SF,34,TAP 1/4-20 UNC SF,11.04,,,2017-06-05,,TSP1/4NC3FD
1566,OUTIL DE COUPE    TAP 1/4-20 UNC SP,34,TAP 1/4-20 UNC SP,23.67,,,2017-06-05,,TSF1/4NCD
1567,"OUTIL DE COUPE    TAP 3/8-16 S,P DORMER",34,"TAP 3/8-16 S,P DORMER",28.52,,,2018-08-20,,46204900
1568,"OUTIL DE COUPE    TAP 5/16-18 S,P DORMER",34,"TAP 5/16-18 S,P DORMER",24.53,,,2018-08-20,,46204903
1569,"OUTIL DE COUPE    TAP M10 S,FL DORMER",34,"TAP M10 S,FL DORMER",26.01,,,2018-06-13,,E006M103FL
1570,"OUTIL DE COUPE    TAP M10 S,FP DORMER",34,"TAP M10 S,FP DORMER",31.8,,,2019-08-12,,E513M10X1.25N2
1571,"OUTIL DE COUPE    TAP M12 x 1,75 3F S,FL DORMER E008",34,"TAP M12 x 1,75 3F S,FL DORMER E008",60.8,,,2020-09-18,,0580752
1572,"OUTIL DE COUPE    TAP M12 X 1.75 S,FL DORMER",34,"TAP M12 X 1.75 S,FL DORMER",26.12,,,2019-05-17,,E006M123FL
1573,"OUTIL DE COUPE    TAP M16 S,FL DORMER",34,"TAP M16 S,FL DORMER",44.64,,,2018-09-25,,E006M163FL
1574,OUTIL DE COUPE    TAP M3 SP. FLUTE DORMER,34,TAP M3 SP. FLUTE DORMER,15.18,,,2018-08-20,,E00M3
1575,OUTIL DE COUPE    TAP M3 SP. POINTE,34,TAP M3 SP. POINTE,10.62,,,2018-08-20,,TM3D2
1576,OUTIL DE COUPE    TAP M3 SP. POINTE E500,34,TAP M3 SP. POINTE E500,9.49,,,2020-09-18,,0094440
1577,OUTIL DE COUPE    TAP M4 S. FLUTE DORMER E008,34,TAP M4 S. FLUTE DORMER E008,22.85,,,2020-11-09,,0580707
1578,"OUTIL DE COUPE    TAP M5 S,FL DORMER",34,"TAP M5 S,FL DORMER",25.07,,,2020-06-10,,0580714
1579,"OUTIL DE COUPE    TAP M6 S,FL DORMER E001M6",34,"TAP M6 S,FL DORMER E001M6",14.04,,,2019-10-22,,0568040
1580,"OUTIL DE COUPE    TAP M6 S,FL DORMER E006M6",34,"TAP M6 S,FL DORMER E006M6",13.17,,,2020-08-27,,0580509
1581,"OUTIL DE COUPE    TAP M8 S,FL DORMER",34,"TAP M8 S,FL DORMER",15.75,,,2018-06-13,,E006M83FL
1582,"OUTIL DE COUPE    TAP M8 S,FL DORMER E008",34,"TAP M8 S,FL DORMER E008",30.99,,,2020-09-18,,0580738
1583,OUTIL DE COUPE    TAP MAGIC PROTAP 16oz,34,TAP MAGIC PROTAP 16oz,17.86,,,2016-02-09,,1-444-30016P
1584,OUTIL DE COUPE    TDRILL 1.0469 - 1-3/64 Dia. - 11-1/4 OAL - Surface Treated - HSS - Standard Taper Shank Drill - MT#3,34,TDRILL 1.0469 - 1-3/64 Dia. - 11-1/4 OAL - Surface Treated - HSS - Standard Taper Shank Drill - MT#3,130.21,,,2020-02-06,,10067
1585,"OUTIL DE COUPE    TiN-Coated Carbide Square End Mill
4 Flute, 13/32"" Mill Diameter, 2-3/4"" Overall Length",34,"TiN-Coated Carbide Square End Mill
4 Flute, 13/32"" Mill Diameter, 2-3/4"" Overall Length",58.36,,,2020-06-18,,8923A91
1586,"OUTIL DE COUPE    TiN-Coated Carbide Square End Mill, 2 Flute, 1/16"" Mill Diameter, 1-1/2"" Overall Length",34,"TiN-Coated Carbide Square End Mill, 2 Flute, 1/16"" Mill Diameter, 1-1/2"" Overall Length",14.65,,,2021-05-05,,8923A11
1587,"OUTIL DE COUPE    Uncoated High-Speed Steel General Purpose Tap Taper Chamfer, M20 x 2.5 mm Thread, 2"" Thread Length",34,"Uncoated High-Speed Steel General Purpose Tap Taper Chamfer, M20 x 2.5 mm Thread, 2"" Thread Length",59.67,,,2020-11-18,,8305A25
1588,OUTIL DE COUPE    Universal Cutter Sharpener,34,Universal Cutter Sharpener,824.45,,,2016-02-15,,101-1008
1589,OUTIL DE COUPE    WCGT-315 Grade CS2 - Boring Insert,34,WCGT-315 Grade CS2 - Boring Insert,17.7,,,2017-12-21,,FG71-WCGT315CS2
1590,OUTIL DE COUPE    WCGT-315-CS2,34,WCGT-315-CS2,17.02,,,2016-06-16,,04427
1591,OUTIL DE COUPE    Woodruff Keyseat Cutter 5/8? Dia. - 2-3/32? OAL - Straight Tooth - HSS,34,Woodruff Keyseat Cutter 5/8? Dia. - 2-3/32? OAL - Straight Tooth - HSS,48.07,,,2020-02-04,,40534
1592,OUTIL DE MESURE    	Decimal Equivalent and Drill Size Reference Chart with Pipe Tap Drill Chart,35,Decimal Equivalent and Drill Size Reference Chart with Pipe Tap Drill Chart,2.4,,,2021-01-08,,3233T12
1593,OUTIL DE MESURE    #PAB10 - 10 Pieces - 1° to 30° Angle - Angle Block Set,35,#PAB10 - 10 Pieces - 1° to 30° Angle - Angle Block Set,72.5,,,2020-06-18,,NM51-PAB10
1594,OUTIL DE MESURE    .0015-.035 FEELER GAGE SET 32P,35,.0015-.035 FEELER GAGE SET 32P,5.45,,,2021-05-14,,840394
1595,OUTIL DE MESURE    .060 Range - .0005 Graduation - Horizontal Dial Test Indicat,35,.060 Range - .0005 Graduation - Horizontal Dial Test Indicat,170.55,,,2017-11-21,,NA55-52562001
1596,"OUTIL DE MESURE    18"" DOUBLE BEAM DIAL HEIGHT GAGE",35,"18"" DOUBLE BEAM DIAL HEIGHT GAGE",198,,,2016-02-10,,303-4403
1597,OUTIL DE MESURE    64920 SM412WMERL 1/2'' x 12' MEASURE STIX,35,64920 SM412WMERL 1/2'' x 12' MEASURE STIX,10.13,,,2017-12-27,,MV70-NS64920
1598,OUTIL DE MESURE    8 OZ. STEEL BLUE LAYOUT FLUID BOTTLE ( BRUSH IN CAP),35,8 OZ. STEEL BLUE LAYOUT FLUID BOTTLE ( BRUSH IN CAP),20.23,,,2017-11-30,,219034
1599,OUTIL DE MESURE    81 Piece - Grade B - Steel - Rectangular,35,81 Piece - Grade B - Steel - Rectangular,232.5,,,2017-11-21,,NB60-2672065
1600,OUTIL DE MESURE    AERVOE TOOLMAKERS INK BLUE 920 12 oz. Aerosl Can,35,AERVOE TOOLMAKERS INK BLUE 920 12 oz. Aerosl Can,10.04,,,2017-24-11,,1-125-6001
1601,OUTIL DE MESURE    ANGLE BLOC KIT,35,ANGLE BLOC KIT,,,,,,
1602,OUTIL DE MESURE    ANGLE PLATE,35,ANGLE PLATE,,,,,,
1603,OUTIL DE MESURE    BLEU A TRACER AVEC PINCEAU,35,BLEU A TRACER AVEC PINCEAU,12.97,,,2016-03-31,,203004
1604,"OUTIL DE MESURE    BRASS SHIM STOCK ROLL 100"" X 6"" X 0,001""",35,"BRASS SHIM STOCK ROLL 100"" X 6"" X 0,001""",27.326,,,,,POLIN 305-601
1605,"OUTIL DE MESURE    BRASS SHIM STOCK ROLL 100"" X 6"" X 0,002""",35,"BRASS SHIM STOCK ROLL 100"" X 6"" X 0,002""",23.246,,,,,POLIN 305-602
1606,"OUTIL DE MESURE    BRASS SHIM STOCK ROLL 100"" X 6"" X 0,005""",35,"BRASS SHIM STOCK ROLL 100"" X 6"" X 0,005""",29.172,,,,,POLIN 305-605
1607,"OUTIL DE MESURE    BRASS SHIM STOCK ROLL 100"" X 6"" X 0,010""",35,"BRASS SHIM STOCK ROLL 100"" X 6"" X 0,010""",30.569,,,,,POLIN 305-610
1608,"OUTIL DE MESURE    BRASS SHIM STOCK ROLL 100"" X 6"" X 0,020""",35,"BRASS SHIM STOCK ROLL 100"" X 6"" X 0,020""",42.739,,,,,POLIN 305-620
1609,"OUTIL DE MESURE    Decimal Equivalent and Drill Size Reference Chart 6"" High",35,"Decimal Equivalent and Drill Size Reference Chart 6"" High",2.4,,,2021-01-08,,3233T11
1610,OUTIL DE MESURE    Decimal Equivalent and Drill Size Reference Chart Wall Mount,35,Decimal Equivalent and Drill Size Reference Chart Wall Mount,3.6,,,2021-01-08,,3233T15
1611,OUTIL DE MESURE    Decimal Equivalent and Drill Size Reference Chart Wall Mount with Pipe Tap Drill Chart,35,Decimal Equivalent and Drill Size Reference Chart Wall Mount with Pipe Tap Drill Chart,3.6,,,2021-01-08,,3233T16
1612,OUTIL DE MESURE    HIGH GAGE DIGITALE,35,HIGH GAGE DIGITALE,,,,,,
1613,OUTIL DE MESURE    iGaging-Absolute-DRO-Digital-Readout-38-950mm-Read-Out-Stainless-Steel-Beam,35,iGaging-Absolute-DRO-Digital-Readout-38-950mm-Read-Out-Stainless-Steel-Beam,245.44,,,09-07-2016,,311440868683
1614,OUTIL DE MESURE    INDEXEUR MANUEL,35,INDEXEUR MANUEL,,,,,,
1615,OUTIL DE MESURE    KIT D'ÉQUERES DE PRÉCISION,35,KIT D'ÉQUERES DE PRÉCISION,,,,,,
1616,OUTIL DE MESURE    moniteur d’oxygène avec sonde à distance,35,moniteur d’oxygène avec sonde à distance,1585,,,2016-01-25,,SPXCDULNO2RM
1617,OUTIL DE MESURE    PALPEUR A CADRAN DIGITAL,35,PALPEUR A CADRAN DIGITAL,,,,,,
1618,"OUTIL DE MESURE    Refractometer with carring case 0-10 Brix Scale, includes case & sampler",35,"Refractometer with carring case 0-10 Brix Scale, includes case & sampler",64.05,,,07-17-2017,,NZ60-40000
1619,OUTIL DE MESURE    RUBAN A MESURER METRIQUE/IMPERIAL LUFKIN,35,RUBAN A MESURER METRIQUE/IMPERIAL LUFKIN,12.88,,,,,L625CME
1620,OUTIL DE MESURE    RUBAN AOTOCOLLANT STARRETT IMO/METRIQUE 12',35,RUBAN AOTOCOLLANT STARRETT IMO/METRIQUE 12',15.49,,,2016-09-27,,SM412WME
1621,OUTIL DE MESURE    RUBAN AOTOCOLLANT STARRETT IMPERIAL/METRIQUE 12' DROIT-GAUCHE,35,RUBAN AOTOCOLLANT STARRETT IMPERIAL/METRIQUE 12' DROIT-GAUCHE,10.94,,,2017-06-06,,SM412WMERL
1622,OUTIL DE MESURE    RUBAN EN POLYESTER 6.5MILS EPAISSEUR AUTOCOLLANT 2 COTES,35,RUBAN EN POLYESTER 6.5MILS EPAISSEUR AUTOCOLLANT 2 COTES,23.66,,,03-13-2017,,PE827
1623,"OUTIL DE MESURE    RUBAN MESURER IMPERIAL METRIQUE 12' X 1/2""",35,"RUBAN MESURER IMPERIAL METRIQUE 12' X 1/2""",6.82,,,2017-12-21,,TX12ME
1624,OUTIL DE MESURE    SM412WMERL 1/2'' x 12' MEASURE STIX METRIC / IMPERIAL,35,SM412WMERL 1/2'' x 12' MEASURE STIX METRIC / IMPERIAL,14.09,,,2019-08-13,,SM412WMERL
1625,OUTIL DE MESURE    STARRETT 25 PIEDS KTX1-25-N-SP01,35,STARRETT 25 PIEDS KTX1-25-N-SP01,8,,,2020-06-03,,KTX1-25-N-SP01
1626,"OUTIL DE MESURE    VERNIER DIGITAL 8"" 1118-200 COOLANT PROOF IP67 - INSIZE",35,"VERNIER DIGITAL 8"" 1118-200 COOLANT PROOF IP67 - INSIZE",289.75,,,2021-08-18,,280014
1627,"OUTIL DE MESURE    WASHER SHIM BRASS 0,002""",35,"WASHER SHIM BRASS 0,002""",9.2,,,,,MC MASTER # 92678A161
1628,"OUTIL DE MESURE    WASHER SHIM BRASS 0,005""",35,"WASHER SHIM BRASS 0,005""",18.1,,,,,MC MASTER # 92678A231
1629,"OUTIL DE MESURE    WASHER SHIM BRASS 0,010""",35,"WASHER SHIM BRASS 0,010""",19.22,,,,,MC MASTER # 92678A278
1630,"OUTIL DE MESURE    WASHER SHIM BRASS 0,020""",35,"WASHER SHIM BRASS 0,020""",18.64,,,,,MC MASTER # 92678A348
1631,OUTILLAGE     KIT DE 3 PINCES D ÉLECTRICIEN,36,KIT DE 3 PINCES D ÉLECTRICIEN,55.95,,,2020-07-02,,2078707
1632,OUTILLAGE     LOCK TITE SF 7900  AD492,36,LOCK TITE SF 7900  AD492,41.1,,,2020-08-28,,AD492
1633,OUTILLAGE    	Drill Bit Drawer Cabinet,36,Drill Bit Drawer Cabinet,114.25,,,2021-01-08,,2962A2
1634,OUTILLAGE    	Inch Size Drill Bit Drawer Cabinet,36,Inch Size Drill Bit Drawer Cabinet,93.22,,,2021-01-08,,2962A1
1635,OUTILLAGE    # 1-72X.09 OVAL HEAD SCREW,36,# 1-72X.09 OVAL HEAD SCREW,3.7,,,2016-04-05,,FG70-19501
1636,OUTILLAGE    #4 - 1/4 RUBBERFLEX COLLET,36,#4 - 1/4 RUBBERFLEX COLLET,41.72,,,2017-03-03,,242148
1637,OUTILLAGE    1 ENDMILL ADAPTER CV40ZEM100175,36,1 ENDMILL ADAPTER CV40ZEM100175,73.86,,,2016-07-08,,1026383
1638,OUTILLAGE    1/2'' ER32 SPRING COLLET,36,1/2'' ER32 SPRING COLLET,28.64,,,2020-01-20,,04232-1/2
1639,"OUTILLAGE    1/2"" ID - Round Opening - 5C Collet",36,"1/2"" ID - Round Opening - 5C Collet",27.95,,,2017-12-12,,GP80-032
1640,"OUTILLAGE    1/2"" Keyless drill chuck with Morse Taper 4 Integral Shank 13mm",36,"1/2"" Keyless drill chuck with Morse Taper 4 Integral Shank 13mm",73.4,,,2019-09-11,,202-5093
1641,"OUTILLAGE    1/2"" Single End Edge/Center Finder",36,"1/2"" Single End Edge/Center Finder",5.5,,,2016-06-09,,202-1781
1642,"OUTILLAGE    1/32~1/2"" CNC Keyless Drill Chuck",36,"1/32~1/2"" CNC Keyless Drill Chuck",53.95,,,2016-06-09,,202-4904
1643,"OUTILLAGE    1/32~3/8"" CNC Keyless Drill Chuck",36,"1/32~3/8"" CNC Keyless Drill Chuck",47.95,,,2016-06-09,,202-4902
1644,"OUTILLAGE    1/4"" ID - Round Opening - 5C Collet",36,"1/4"" ID - Round Opening - 5C Collet",27.95,,,2017-12-12,,GP80-016
1645,"OUTILLAGE    1/4"" Steel Parallels",36,"1/4"" Steel Parallels",43.95,,,2016-06-09,,303-7205
1646,OUTILLAGE    10PC ECONOMY DIAMOND FILE SET * LIME DIAMANTE *,36,10PC ECONOMY DIAMOND FILE SET * LIME DIAMANTE *,33.81,,,2018-01-30,,604220
1647,OUTILLAGE    13/32 ER40 COLLET 40ER0406,36,13/32 ER40 COLLET 40ER0406,46.79,,,2016-10-24,,2269958
1648,OUTILLAGE    15/32 Screw Size-Straight Shank Interchangeable Pilot Counterbore,36,15/32 Screw Size-Straight Shank Interchangeable Pilot Counterbore,32,,,2017-01-25,,CF51-030
1649,OUTILLAGE    170.137 - A2 INDEXING WRENCH FOR SIZE 1-4,36,170.137 - A2 INDEXING WRENCH FOR SIZE 1-4,42.87,,,2020-01-22,,1128230
1650,OUTILLAGE    170.1387 A2 INDEXING WRENCH FOR SIZE 1-4,36,170.1387 A2 INDEXING WRENCH FOR SIZE 1-4,31.69,,,2016-07-04,,1128230
1651,OUTILLAGE    1800-D026 & 1500-C083 SECURITY HANDLE,36,1800-D026 & 1500-C083 SECURITY HANDLE,90,,,2016-02-11,,NMMD26
1652,"OUTILLAGE    2 x 3-1/4"" Precision Toolmakers Vise",36,"2 x 3-1/4"" Precision Toolmakers Vise",52.95,,,2016-06-09,,202-1210
1653,OUTILLAGE    21003-C CONNECTEUR FADAL TECHNIKS,36,21003-C CONNECTEUR FADAL TECHNIKS,14.86,,,2016-09-16,,21003-C
1654,OUTILLAGE    22148 REAMER 5/32 STRAIGHT SHANK 6 FL HSS MORSE,36,22148 REAMER 5/32 STRAIGHT SHANK 6 FL HSS MORSE,15.91,,,2016-11-22,,22148
1655,OUTILLAGE    2249704 40ER COLLET CHUCK - CV40,36,2249704 40ER COLLET CHUCK - CV40,87.43,,,2016-06-09,,2249704
1656,"OUTILLAGE    3"" x 4"" Precision Toolmakers Vise",36,"3"" x 4"" Precision Toolmakers Vise",45,,,2016-06-09,,202-1124
1657,OUTILLAGE    3/16 ER32 SPRING COLLET,36,3/16 ER32 SPRING COLLET,28.64,,,2020-01-09,,04232-3/16
1658,"OUTILLAGE    3/16"" ER40 Collet",36,"3/16"" ER40 Collet",11.95,,,2016-06-09,,202-5571
1659,OUTILLAGE    3/4 ER32 SPRING COLLET,36,3/4 ER32 SPRING COLLET,28.64,,,2020-01-09,,04232-3/4
1660,"OUTILLAGE    3/4"" 12 Pcs UN External Threading Toolholder Set",36,"3/4"" 12 Pcs UN External Threading Toolholder Set",153,,,2019-09-11,,404-1283
1661,"OUTILLAGE    3/4"" 12 PCS UN Internal Threading Tool",36,"3/4"" 12 PCS UN Internal Threading Tool",151,,,2019-09-11,,404-1284
1662,"OUTILLAGE    3/4"" Indexable Carbide Turning Tool Set",36,"3/4"" Indexable Carbide Turning Tool Set",189.95,,,2019-09-11,,404-1054
1663,OUTILLAGE    3/8 ER32 SPRING COLLET,36,3/8 ER32 SPRING COLLET,28.64,,,2020-01-09,,04232-3/8
1664,"OUTILLAGE    3/8"" ER40 Collet",36,"3/8"" ER40 Collet",11.95,,,2016-06-09,,202-5576
1665,"OUTILLAGE    3/8"" ID - Round Opening - 5C Collet",36,"3/8"" ID - Round Opening - 5C Collet",27.95,,,2017-12-12,,GP80-024
1666,OUTILLAGE    33 Pieces 5C Collet Set,36,33 Pieces 5C Collet Set,177.65,,,2016-02-15,,202-5284
1667,OUTILLAGE    4 MT Morse Taper High Speed Long Nose CNC Live Center,36,4 MT Morse Taper High Speed Long Nose CNC Live Center,143.35,,,2019-09-11,,202-3530
1668,OUTILLAGE    40 KIT DE 13 PCS TECHNIKS,36,40 KIT DE 13 PCS TECHNIKS,364.9,,,2021-08-01,,04213IS
1669,OUTILLAGE    40ER0312 COLLET 40ER0312,36,40ER0312 COLLET 40ER0312,46.79,,,2016-10-24,,1950158
